respondent_id,question_id,question_text,header_level_1,header_level_2,answer_text
114262956192,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Make a line that goes from Beaverton to downtown Vancouver. It takes me two hours one way (4 hours a day) to get to and from work.
114263360922,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Too much traffic congestion all day, but more severe  in the morning and evening"
114263631993,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114263698884,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"We would love to take public transit more often. When we have tried, even utilizing the app to plan our trip beforehand, we have gotten stranded for hours with a cancelled train or been very late to our destination. That matters more now because we have to have reservations for places like the zoo and other destinations. Living at the edge of Hillsboro, the bus isn't convenient for us and the Max is quite far away, so more options would be optimal for us."
114263723619,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Is important to improve the image of public transportation. Because many people thinks public transportation is for poor people.  In Europe everybody use public transportation they said that, a rich County is not were everybody have a car. It's were everbody use public transportation because it's so good that you don't need a car inside of the cities."
114263820595,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"More businesses, hospitals, and civic buildings should charge for parking to encourage people to take transit more often. Businesses should be required to offer transit incentives for taking the bus/train to and from work."
114263902613,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I live in rural Washington County. When I go to Portland or the airport, I prefer to take transit. In the past few years, the reliability of transit has declined significantly, so that trips often take up to 150% longer than they used to (even though that is not reflected in the schedule). It has also become increasingly unpleasant to ride transit as it seems there are more rude, and even threatening individuals present."
114263990366,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I wish the interior of the vehicles would have a light cleaning (sweeping) at a greater rate.  a lot of refuse is on the floor and tucked between the seats.
114263993789,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Transit in Washington County is good and mostly reliable, but unfortunately it feels like the unmedicated, unhoused passengers are causing problems to the average rider.     I myself, have been harassed and yelled at multiple times, for doing nothing other than being in the wrong place at the wrong time... These incidents happened in situations where there was no ability for the driver to know or to intervene, and led to the direct choice to abstain (and completely re-direct my transportation choices) for a good 6 months after each incident. It is not good nor safe for people to be yelled at, harassed, and screamed at with targeted words of hate, while riding the bus or max trains while using the trimet system. In Oregon of all places, I should expect to be treated kindly while riding the bus, and not harassed for my appearance or the appearance of the child passenger I am riding with. (One incident happened as a targeted harassment from an unhoused woman, who was saying homophobic slurs about me and my child, while we were riding the bus, because my child had a closely cropped haircut, while dealing with some ongoing health issues. The other rider had ZERO reason to say the unkind slurs she did, and I had no choice but to remove myself and my child from the bus, at the next available stop. There was no way to notify the driver, as we were at the back of the bus, and the crazy lady stayed on the bus and continued yelling at us, even after we had gotten up to get off the bus.)"
114264066916,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I would like to see long term parking available at numerous MAX locations rather than having to drive to and park at the airport.  I would be more than willing to pay for the privilege.
114264334211,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Some bus stops are equipped with shades/ shelter, it helped a lot when it’s drizzling. Would be nice if all stops are equipped with shades, or most frequently used ones."
114264658676,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Transporte para la escuela Liberty High School y la área de Intel y donde está la evergreen
114265045149,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"We often go to Timbers, Thorns and events at Moda center. I no longer feel safe to ride downtown on MAX."
114265165882,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"It takes me 1 hour and 20 minutes to commute the ~5 miles from my home to my work and vice-versa, including a mandatory 40 minute walk because there are no bus stops closer. It takes me 1 hour and 20 minutes to walk home from work directly."
114265201427,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Have experienced (minor) personal violence at MAX stops, bus stops and while on the bus."
114265218197,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No hay servicio en algunas rutas los fines de semana y no hay paradas continuas una parada de la otra están muy lejos
114265320049,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Do you want tips? Look at Finland. Really. Ask them. I have lived there 3+ years of my life, and public transpo has been highly functional there since the 60s. I look at the landscape here, and it is possible. People want and need independence. Cars are not freedom.   For example, here is a map of bicycle racks in Helsinki:  https://kartta.hel.fi/?link=a5RSY3  Of course, they also have excellent planning for trails, in which the person walks on the inner part of the road while the backs go on a street lane. The width is that of 2-4 people walking side by side for each trail."
114265341439,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Walkability is important too. Safe and convenient places to cross roads. Too many closed crosswalks.
114265369535,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,It would be nice to have a bus that travels and stops on Walker Road between Murray and Cedar Hills Blvd.
114265867303,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"It would be helpful to have a region-wide transit ""portal"" Web presence where one could find *current* information and links to all the major transit providers operating within and to/from Washington County.  Especially as I approach benchmark ""senior citizen"" status, I'd like better ways to see how TriMet and Ride Connection interact and/or complement one another, where I can connect with Point service to the coast via TriMet, and what options exist, if any, for transit to festivals and events in outlying areas (say, the November sausage feed in Verboort, or a spring event in the Yamhill/Newberg area).  If such a resource currently exists, I haven't found it, and if one does not, it would be extremely helpful (and helpfully pro-active) to create one."
114265911862,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I used to take the train to and from the airport but I don't feel it's safe anymore.
114265917836,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Intel gave us free passes when westside MAX first opened and we rode the train all the time, even for lunch into Hillsboro. We stopped when our passes ran out. I think transit should be free or much less expensive. A zone for free ""lunch"" trips should be created in Hillsboro (Quatama to end) to promote this type of activity.   It used to be fun to ride the train... let's make it that way again!"
114266110774,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,We need better and safer buss stops
114266479374,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114266502840,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I have been scared of the max going past downtown Portland because of the people that get in there shouting curse words and making kids feel unsafe
114266519952,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No
114266620899,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Transit is lacking in low income areas like TV Hwy where pedestrians have to walk long distances between cross walks and to bus stops. Transit seems to serve Intel and Nike and ignores everyone else.
114266644945,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Where is the promised Max from Hillsboro to PDX? When is the long awaited Max bridge over 185th?
114266689595,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I want to say more study, more research, and develop a set of rules and regulations to limit the traffic congestion in Washington"
114266691743,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I love it
114266747084,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I feel that there should be plug ins for phones and also I feel that there should be a bud in the middle of the night and one when the jail lets out
114266973089,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Transit MUST be safe in order for users, both female and male, to choose to use it. It must also be convenient and reliable. At this point, Tri-Met is none of the above."
114267012546,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I live just off of 209th and most of my appointments and familiar neighborhoods are along Cornelius Pass. I think a 209th/South Hillsboro/Cornelius Pass line would be well received, perhaps terminating at the Hillsboro Hops stadium or West Union on the north end, accessing the Quatama/205th MAX station, and terminating in the area of 185th and Farmington and the 52/88 bus lines at the south end. For me personally, this would become my single-most ridden bus line and would alleviate almost all of the issues I've faced with transit thus far."
114273572941,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I wish there were more frequent safety officers on the MAX lines
114273576345,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More safety patrolling. More accessibility for less tracked routes.
114273581066,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I want to see the MAX Red Line extension to Hillsboro soon.
114273587299,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More trash cans
114273592478,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"It would be helpful if bus 47 ran during the weekends, seeing as it stops at PCC Rock Creek, Orenco Station, & goes by the Tuality Hospital"
114273594374,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Tri-Met is excellent, clean, courteous, and totally available at my location. Tri-Met has superior customer service."
114273596757,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Bus drivers are great! :)
